Brand Name,Composition,Manufacturer,Form,Strength,Batch No,Expiry Date,Stock,GST %,MRP,List Price
BRYXTA 400MG 1*1,BEVACIZUMAB,ZYDUS,INJECTION,0.75,XYZ,01-10-2028,13,5,63995,5809.52
CYCLOXAN 1GM 1*1,CYCLOPHOPHAMIDE,ZYDUS,INJECTION,0.75,XYZ,01-10-2028,34,5,184,70
CYCLOXAN 500MG INJ 1*1,CYCLOPHOPHAMIDE,ZYDUS,INJECTION,0.75,XYZ,01-10-2028,20,5,77.1,39.3
PEGSTIM 6MG 1*1,PEGFILGRASTIM,ZYDUS,INJECTION,0.75,XYZ,01-10-2028,69,5,4912.5,839.29
RENOCRIT 10K INJ 1*1,ERYTHROPOIETIN,ZYDUS,INJECTION,0.75,XYZ,01-10-2028,165,5,2067.38,287.62
RENOCRIT 4K 1*1,ERYTHROPOIETIN,ZYDUS,INJECTION,0.75,XYZ,01-10-2028,155,5,1225.31,115.24
SPNIB 50MG 1*1,DASATINIB,ZYDUS,INJECTION,0.75,XYZ,01-10-2028,1,5,3188.44,2053.57
TENOHEP 300MG BTL 1*1,TENOFOVIR,ZYDUS,INJECTION,0.75,XYZ,01-10-2028,7,5,1443.66,352.68
VIVITRA 440MG 1*1,TRASTUZUMAB,ZYDUS,INJECTION,0.75,XYZ,01-10-2028,5,5,38206.88,5892.86
VORIER 200MG 1*1,VORICONAZOLE,ZYDUS,INJECTION,0.75,XYZ,01-10-2028,3,5,3418.13,343.75
ZYROP 4K VIAL 1*1,ERYTHROPOIETIN,ZYDUS,INJECTION,0.75,XYZ,01-10-2028,24,5,1572.19,169.64
